Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
498,Republic of Moldova,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",13,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
498,Republic of Moldova,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
498,Republic of Moldova,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
498,Republic of Moldova,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
498,Republic of Moldova,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",11,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
498,Republic of Moldova,1995,Industry (% of gross value added),35.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2005,Industry (% of gross value added),25.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2010,Industry (% of gross value added),23.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2015,Industry (% of gross value added),26,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2018,Industry (% of gross value added),26.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2019,Industry (% of gross value added),25.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,2020,Industry (% of gross value added),26.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
498,Republic of Moldova,1995,Services (% of gross value added),34.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2005,Services (% of gross value added),56.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2010,Services (% of gross value added),63.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2015,Services (% of gross value added),60.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2018,Services (% of gross value added),61.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2019,Services (% of gross value added),62.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
498,Republic of Moldova,2020,Services (% of gross value added),62.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
642,Romania,1995,Industry (% of gross value added),38.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2005,Industry (% of gross value added),36.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2010,Industry (% of gross value added),42.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2015,Industry (% of gross value added),34.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2018,Industry (% of gross value added),31.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2019,Industry (% of gross value added),29.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,2020,Industry (% of gross value added),28.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
642,Romania,1995,Services (% of gross value added),42.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2005,Services (% of gross value added),54,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2010,Services (% of gross value added),51.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2015,Services (% of gross value added),61,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2018,Services (% of gross value added),64,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2019,Services (% of gross value added),65.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
642,Romania,2020,Services (% of gross value added),66.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
643,Russian Federation,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.1,Data classified according to ISIC Rev. 4.
643,Russian Federation,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.9,Data classified according to ISIC Rev. 4.
643,Russian Federation,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.8,Data classified according to ISIC Rev. 4.
643,Russian Federation,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.3,Data classified according to ISIC Rev. 4.
643,Russian Federation,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.8,Data classified according to ISIC Rev. 4.
643,Russian Federation,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.9,Data classified according to ISIC Rev. 4.
643,Russian Federation,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.1,Data classified according to ISIC Rev. 4.
643,Russian Federation,1995,Industry (% of gross value added),39.5,Data classified according to ISIC Rev. 4.
643,Russian Federation,2005,Industry (% of gross value added),38.2,Data classified according to ISIC Rev. 4.
643,Russian Federation,2010,Industry (% of gross value added),34.8,Data classified according to ISIC Rev. 4.
643,Russian Federation,2015,Industry (% of gross value added),33.3,Data classified according to ISIC Rev. 4.
643,Russian Federation,2018,Industry (% of gross value added),36.5,Data classified according to ISIC Rev. 4.
643,Russian Federation,2019,Industry (% of gross value added),36.1,Data classified according to ISIC Rev. 4.
643,Russian Federation,2020,Industry (% of gross value added),33.4,Data classified according to ISIC Rev. 4.
643,Russian Federation,1995,Services (% of gross value added),53.4,Data classified according to ISIC Rev. 4.
643,Russian Federation,2005,Services (% of gross value added),56.9,Data classified according to ISIC Rev. 4.
643,Russian Federation,2010,Services (% of gross value added),61.4,Data classified according to ISIC Rev. 4.
643,Russian Federation,2015,Services (% of gross value added),62.4,Data classified according to ISIC Rev. 4.
643,Russian Federation,2018,Services (% of gross value added),59.7,Data classified according to ISIC Rev. 4.
643,Russian Federation,2019,Services (% of gross value added),60.1,Data classified according to ISIC Rev. 4.
643,Russian Federation,2020,Services (% of gross value added),62.5,Data classified according to ISIC Rev. 4.
646,Rwanda,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",42.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",37.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",25.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",28.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
646,Rwanda,1995,Industry (% of gross value added),13.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2005,Industry (% of gross value added),16.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2010,Industry (% of gross value added),18,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2015,Industry (% of gross value added),19.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2018,Industry (% of gross value added),18.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2019,Industry (% of gross value added),20.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,2020,Industry (% of gross value added),21,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
646,Rwanda,1995,Services (% of gross value added),43.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2005,Services (% of gross value added),46.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2010,Services (% of gross value added),55.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2015,Services (% of gross value added),54.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2018,Services (% of gross value added),54.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2019,Services (% of gross value added),53.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
646,Rwanda,2020,Services (% of gross value added),50.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
659,Saint Kitts and Nevis,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.2,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.8,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.2,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.5,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.4,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,1995,Industry (% of gross value added),22.8,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2005,Industry (% of gross value added),24,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2010,Industry (% of gross value added),25.2,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2015,Industry (% of gross value added),26.1,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2018,Industry (% of gross value added),27.7,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2019,Industry (% of gross value added),27.4,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2020,Industry (% of gross value added),28.2,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,1995,Services (% of gross value added),74,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2005,Services (% of gross value added),74.2,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2010,Services (% of gross value added),73.4,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2015,Services (% of gross value added),72.8,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2018,Services (% of gross value added),71.1,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2019,Services (% of gross value added),71.1,Data classified according to ISIC Rev. 4.
659,Saint Kitts and Nevis,2020,Services (% of gross value added),70.4,Data classified according to ISIC Rev. 4.
662,Saint Lucia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
662,Saint Lucia,1995,Industry (% of gross value added),13.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2005,Industry (% of gross value added),15.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2010,Industry (% of gross value added),13.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2015,Industry (% of gross value added),12.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2018,Industry (% of gross value added),11.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2019,Industry (% of gross value added),11.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,2020,Industry (% of gross value added),12.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
662,Saint Lucia,1995,Services (% of gross value added),79,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2005,Services (% of gross value added),80.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2010,Services (% of gross value added),83.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2015,Services (% of gross value added),84.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2018,Services (% of gross value added),86.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2019,Services (% of gross value added),86.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
662,Saint Lucia,2020,Services (% of gross value added),84.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
670,Saint Vincent & Grenadines,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.2,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.2,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.1,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.3,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.6,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.5,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",8,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,1995,Industry (% of gross value added),20.9,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2005,Industry (% of gross value added),18.6,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2010,Industry (% of gross value added),19.2,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2015,Industry (% of gross value added),18,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2018,Industry (% of gross value added),17.8,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2019,Industry (% of gross value added),16.6,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2020,Industry (% of gross value added),16.6,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,1995,Services (% of gross value added),67.9,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2005,Services (% of gross value added),75.1,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2010,Services (% of gross value added),73.7,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2015,Services (% of gross value added),74.6,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2018,Services (% of gross value added),73.5,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2019,Services (% of gross value added),74.8,Data classified according to ISIC Rev. 4.
670,Saint Vincent & Grenadines,2020,Services (% of gross value added),75.5,Data classified according to ISIC Rev. 4.
882,Samoa,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.
882,Samoa,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",13.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.
882,Samoa,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.;Including taxes less subsidies on production.
882,Samoa,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.;Including taxes less subsidies on production.
882,Samoa,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.;Including taxes less subsidies on production.
882,Samoa,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.;Including taxes less subsidies on production.
882,Samoa,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.;At producers' prices.;Including taxes less subsidies on production.
882,Samoa,1995,Industry (% of gross value added),20.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;At producers' prices.
882,Samoa,2005,Industry (% of gross value added),22.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;At producers' prices.
882,Samoa,2010,Industry (% of gross value added),18.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;At producers' prices.
882,Samoa,2015,Industry (% of gross value added),18.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;At producers' prices.
882,Samoa,2018,Industry (% of gross value added),14.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;Includes taxes less subsidies on production and imports.
882,Samoa,2019,Industry (% of gross value added),15.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;Includes taxes less subsidies on production and imports.
882,Samoa,2020,Industry (% of gross value added),15.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.;Includes taxes less subsidies on production and imports.
882,Samoa,1995,Services (% of gross value added),57.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2005,Services (% of gross value added),63.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2010,Services (% of gross value added),72.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2015,Services (% of gross value added),73,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2018,Services (% of gross value added),75.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2019,Services (% of gross value added),74.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
882,Samoa,2020,Services (% of gross value added),74.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.;At producers' prices.;Includes taxes less subsidies on production and imports.
674,San Marino,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
674,San Marino,1995,Industry (% of gross value added),41.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2005,Industry (% of gross value added),38.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2010,Industry (% of gross value added),36.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2015,Industry (% of gross value added),35.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2018,Industry (% of gross value added),39.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2019,Industry (% of gross value added),37.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,2020,Industry (% of gross value added),37.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
674,San Marino,1995,Services (% of gross value added),58.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2005,Services (% of gross value added),61.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2010,Services (% of gross value added),63.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2015,Services (% of gross value added),64.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2018,Services (% of gross value added),60.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2019,Services (% of gross value added),62.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
674,San Marino,2020,Services (% of gross value added),62.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
678,Sao Tome and Principe,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.4,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",18.3,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.8,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.2,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.4,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.5,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",14.3,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,1995,Industry (% of gross value added),19.6,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2005,Industry (% of gross value added),14.9,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2010,Industry (% of gross value added),18.2,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2015,Industry (% of gross value added),15.7,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2018,Industry (% of gross value added),14.6,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2019,Industry (% of gross value added),13.7,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2020,Industry (% of gross value added),13.5,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,1995,Services (% of gross value added),53.9,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2005,Services (% of gross value added),66.8,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2010,Services (% of gross value added),70.1,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2015,Services (% of gross value added),72.1,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2018,Services (% of gross value added),74.1,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2019,Services (% of gross value added),73.8,Data classified according to ISIC Rev. 4.
678,Sao Tome and Principe,2020,Services (% of gross value added),72.2,Data classified according to ISIC Rev. 4.
682,Saudi Arabia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
